WSS1 WSS2 WSSadd WSSdrop split throughput time totalTraffic trafficSuccessNum
4.0 4.0 4.0 3.0 1.0 192.0 174 16.0 16.0
4.0 4.0 4.0 3.0 1.0 192.0 175 16.0 16.0
4.0 4.0 4.0 3.0 1.0 192.0 176 16.0 16.0
4.0 4.0 4.0 3.0 1.0 192.0 177 16.0 16.0
4.0 4.0 4.0 3.0 1.0 192.0 178 16.0 16.0
4.0 4.0 4.0 3.0 1.0 224.0 179 17.0 17.0
4.0 4.0 4.0 3.0 1.0 224.0 180 17.0 17.0
4.0 4.0 4.0 3.0 1.0 256.0 181 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 182 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 183 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 184 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 185 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 186 18.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 187 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 188 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 189 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 190 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 191 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 192 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 193 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 194 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 195 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 196 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 197 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 198 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 199 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 200 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 201 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 202 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 203 19.0 18.0
4.0 4.0 4.0 3.0 1.0 256.0 204 19.0 18.0
4.0 4.0 4.0 3.0 1.0 264.0 205 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 206 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 207 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 208 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 209 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 210 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 211 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 212 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 213 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 214 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 215 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 216 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 217 20.0 19.0
4.0 4.0 4.0 3.0 1.0 264.0 218 20.0 19.0
4.0 4.0 4.0 3.0 1.0 268.0 219 21.0 20.0
4.0 4.0 4.0 3.0 1.0 268.0 220 21.0 20.0
4.0 4.0 4.0 3.0 1.0 268.0 221 21.0 20.0
4.0 4.0 4.0 3.0 1.0 268.0 222 21.0 20.0
4.0 4.0 4.0 3.0 1.0 300.0 223 22.0 21.0
4.0 4.0 4.0 3.0 1.0 304.0 224 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 225 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 226 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 227 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 228 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 229 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 230 23.0 22.0
4.0 4.0 4.0 3.0 1.0 304.0 231 23.0 22.0
4.0 4.0 4.0 3.0 1.0 336.0 232 24.0 23.0
4.0 4.0 4.0 3.0 1.0 336.0 233 24.0 23.0
4.0 4.0 4.0 3.0 1.0 336.0 234 24.0 23.0
4.0 4.0 4.0 3.0 1.0 368.0 235 25.0 24.0
4.0 4.0 4.0 3.0 1.0 368.0 236 25.0 24.0
4.0 4.0 4.0 3.0 1.0 368.0 237 25.0 24.0
4.0 4.0 4.0 3.0 1.0 376.0 238 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 239 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 240 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 241 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 242 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 243 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 244 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 245 26.0 25.0
4.0 4.0 4.0 3.0 1.0 376.0 246 26.0 25.0
4.0 4.0 4.0 3.0 1.0 379.0 247 27.0 26.0
4.0 4.0 4.0 3.0 1.0 379.0 248 27.0 26.0
4.0 4.0 4.0 3.0 1.0 379.0 249 27.0 26.0
4.0 4.0 4.0 3.0 1.0 387.0 250 28.0 27.0
4.0 4.0 4.0 3.0 1.0 387.0 251 28.0 27.0
4.0 4.0 4.0 3.0 1.0 387.0 252 28.0 27.0
4.0 4.0 4.0 3.0 1.0 387.0 253 28.0 27.0
4.0 4.0 4.0 3.0 1.0 395.0 254 29.0 28.0
4.0 4.0 4.0 3.0 1.0 395.0 255 29.0 28.0
4.0 4.0 4.0 3.0 1.0 395.0 256 29.0 28.0
4.0 4.0 4.0 3.0 1.0 395.0 257 29.0 28.0
4.0 4.0 4.0 3.0 1.0 395.0 258 29.0 28.0
4.0 4.0 4.0 3.0 1.0 395.0 259 29.0 28.0
4.0 4.0 4.0 3.0 1.0 398.0 260 30.0 29.0
4.0 4.0 4.0 3.0 1.0 398.0 261 30.0 29.0
4.0 4.0 4.0 3.0 1.0 398.0 262 30.0 29.0
4.0 4.0 4.0 3.0 1.0 398.0 263 30.0 29.0
4.0 4.0 4.0 3.0 1.0 398.0 264 30.0 29.0
4.0 4.0 4.0 3.0 1.0 430.0 265 31.0 30.0
4.0 4.0 4.0 3.0 1.0 462.0 266 32.0 31.0
4.0 4.0 4.0 3.0 1.0 462.0 267 32.0 31.0
4.0 4.0 4.0 3.0 1.0 462.0 268 32.0 31.0
4.0 4.0 4.0 3.0 1.0 462.0 269 32.0 31.0
4.0 4.0 4.0 3.0 1.0 462.0 270 32.0 31.0
4.0 4.0 4.0 3.0 1.0 465.0 271 33.0 32.0
4.0 4.0 4.0 3.0 1.0 465.0 272 33.0 32.0
4.0 4.0 4.0 3.0 1.0 465.0 273 33.0 32.0
4.0 4.0 4.0 3.0 1.0 469.0 274 34.0 33.0
5.0 4.0 4.0 4.0 1.0 473.0 275 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 276 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 277 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 278 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 279 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 280 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 281 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 282 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 283 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 284 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 285 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 286 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 287 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 288 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 289 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 290 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 291 35.0 34.0
5.0 4.0 4.0 4.0 1.0 473.0 292 35.0 34.0
5.0 4.0 4.0 4.0 1.0 481.0 293 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 294 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 295 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 296 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 297 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 298 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 299 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 300 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 301 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 302 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 303 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 304 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 305 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 306 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 307 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 308 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 309 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 310 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 311 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 312 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 313 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 314 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 315 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 316 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 317 36.0 35.0
5.0 4.0 4.0 4.0 1.0 481.0 318 36.0 35.0
5.0 4.0 4.0 4.0 1.0 489.0 319 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 320 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 321 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 322 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 323 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 324 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 325 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 326 37.0 36.0
5.0 4.0 4.0 4.0 1.0 489.0 327 37.0 36.0
5.0 4.0 4.0 4.0 1.0 521.0 328 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 329 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 330 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 331 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 332 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 333 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 334 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 335 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 336 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 337 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 338 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 339 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 340 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 341 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 342 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 343 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 344 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 345 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 346 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 347 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 348 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 349 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 350 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 351 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 352 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 353 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 354 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 355 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 356 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 357 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 358 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 359 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 360 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 361 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 362 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 363 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 364 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 365 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 366 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 367 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 368 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 369 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 370 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 371 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 372 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 373 38.0 37.0
5.0 4.0 4.0 4.0 1.0 521.0 374 38.0 37.0
4.0 4.0 4.0 4.0 0.0 513.0 375 37.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 376 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 377 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 378 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 379 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 380 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 381 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 382 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 383 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 384 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 385 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 386 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 387 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 388 38.0 36.0
4.0 4.0 4.0 4.0 0.0 513.0 389 38.0 36.0
5.0 5.0 4.0 4.0 1.0 545.0 390 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 391 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 392 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 393 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 394 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 395 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 396 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 397 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 398 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 399 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 400 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 401 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 402 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 403 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 404 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 405 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 406 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 407 39.0 37.0
5.0 5.0 4.0 4.0 1.0 545.0 408 39.0 37.0
